SINGLES;training;2015-08-25;dvazquez;dvazquez;2;11,11;dcarroza;0;7,7
SINGLES;training;2015-08-24;jasantiago;dvazquez;1;11,7,7;jasantiago;2;7,11,11
SINGLES;training;2015-08-23;dvazquez;alejandrorodriguez;0;7,7;dvazquez;2;11,11
SINGLES;training;2015-08-22;dvazquez;dvazquez;2;11,11;jcnunez;0;7,7
SINGLES;training;2015-08-21;idiaz;dvazquez;0;7,7;idiaz;2;11,11
SINGLES;training;2015-08-20;marbesu;marbesu;2;11,11;dvazquez;0;7,7
SINGLES;training;2015-08-19;nbrena;dvazquez;1;7,11,7;nbrena;2;11,7,11
SINGLES;training;2015-08-18;dvazquez;dvazquez;2;11,11;adoncel;0;7,7
SINGLES;training;2015-08-17;gbecares;dvazquez;0;7,7;gbecares;2;11,11
SINGLES;training;2015-08-16;dvazquez;opuertas;0;7,7;dvazquez;2;11,11
SINGLES;training;2015-08-15;dcarroza;dvazquez;1;7,11,7;dcarroza;2;11,7,11
SINGLES;training;2015-08-14;dvazquez;dvazquez;2;11,7,11;marbesu;1;7,11,7
SINGLES;training;2015-08-13;jcnunez;dvazquez;0;7,7;jcnunez;2;11,11
SINGLES;training;2015-08-12;dvazquez;dvazquez;2;11,11;pmadrigal;0;7,7
SINGLES;training;2015-08-11;nbrena;nbrena;2;11,7,11;dvazquez;1;7,11,7
SINGLES;training;2015-08-10;dvazquez;dvazquez;2;11,7,11;idiaz;1;7,11,7
SINGLES;training;2015-08-09;dvazquez;dvazquez;2;11,11;eruiz;0;7,7
SINGLES;training;2015-08-08;dvazquez;jcnunez;1;11,7,7;dvazquez;2;7,11,11
SINGLES;training;2015-08-07;dvazquez;dvazquez;2;11,7,11;gbecares;1;7,11,7
SINGLES;training;2015-08-06;jasantiago;jasantiago;2;11,11;dvazquez;0;7,7
SINGLES;training;2015-08-05;jasantiago;jasantiago;2;11,7,11;dvazquez;1;7,11,7
SINGLES;training;2015-08-04;dvazquez;dvazquez;2;11,7,11;jasantiago;1;7,11,7
SINGLES;training;2015-08-03;gbecares;dvazquez;1;7,11,7,7;gbecares;3;11,7,11,11
